Matrix network latency
0.0	0.2
0.0	0.2
0.0	0.25
0.0	0.35
0.0	0.425
0.0	0.475
0.0	0.475
0.0	0.55
41.60000000000004	0.575
52.0	0.575
62.5	0.65
80.50000000000003	0.65
86.0	0.675
88.025	0.675
97.44999999999999	0.675
103.25	0.7
104.0	0.7
116.64999999999998	0.7
129.3	0.775
152.99999999999994	0.775
172.0	0.85
174.85000000000002	0.85
189.70000000000007	0.85
224.39999999999986	0.875
253.6	0.875
256.375	0.875
272.4000000000001	0.875
325.05000000000024	0.875
401.0999999999998	0.875
462.0	0.9
462.0	0.9
470.55000000000007	0.9
502.40000000000003	0.9
512.35	0.9
527.1999999999998	0.9
620.5	0.9
767.4000000000003	0.975
924.0	0.975
924.0	0.975
925.8999999999999	1.0
